channel_index,interaction_count,distance_km,attribution_probability_score
0,1,9.24,0.23948605216315705
0,1,10.56,0.22716921443963772
0,1,9.32,0.23872092165795453
0,1,23.74,0.1340878494213483
2,3,11.06,2.226709626098707
2,2,18.68,1.3010069733272807
1,1,30.81,0.30317417232300564
2,1,14.4,0.9741186274031276
2,1,23.9,0.6661621372759087
0,2,28.37,0.17659446153452038
2,1,23.22,0.6845304236524149
1,3,14.87,1.1471715236639177
2,1,20.14,0.7742796322149834
2,1,4.7,1.4358798702220927
0,5,8.76,0.6310633029898748
0,3,10.16,0.46166631046656864
0,1,32.92,0.09287877774912093
0,4,8.5,0.5727750711998001
2,2,8.38,1.964305130233361
2,4,6.65,3.083840473432634
0,2,19.48,0.25200676339968126
1,3,16.14,1.0903506787101884
0,10,23.69,0.46479640980950737
0,1,20.37,0.15343778537125868
0,2,3.96,0.4688373591179428
0,2,8.54,0.39035474413685467
2,1,25.92,0.6144533988666244
0,1,13.37,0.20301810816374546
1,1,24.5,0.39021874500255377
1,3,13.8,1.1973363342311103
0,2,7.26,0.41086139781980346
2,2,12.57,1.6611972203435972
2,1,7.26,1.2961234023923656
0,2,10.48,0.36120870664891136
0,6,16.61,0.5006653475842162
0,1,19.09,0.16149839068923558
0,2,2.28,0.50142594326494
0,3,14.86,0.38254349468644766
1,3,10.31,1.3767138180068115
1,2,9.81,1.1130599516137953
0,4,16.06,0.4233050568661574
0,1,10.6,0.22680603431810994
2,5,26.06,1.5794691548724458
0,1,24.5,0.13007291500085127
0,1,24.45,0.13033332115020027
0,1,11.04,0.22284917065367166
2,4,7.3,3.004693984021073
0,2,15.66,0.2936110481699146
1,1,13.8,0.5986681671155551
1,1,10.13,0.6933309638578078
0,5,5.59,0.7163767238388408
1,4,14.67,1.3425222266601637
0,2,11.77,0.3430430419537936
1,2,20.51,0.725505181817196
1,2,20.32,0.7310400269695567
1,1,23.81,0.4011387857312962
0,5,4.93,0.7355409237431212
2,1,18.21,0.8364218493285135
0,2,9.18,0.38048848956858916
0,1,5.24,0.28103948566437653
0,2,11.57,0.34579839299841253
1,2,23.55,0.6424366512981321
1,2,12.02,1.0188891199654866
0,1,27.52,0.11527207202310864
1,2,19.39,0.7587468681393492
0,1,11.85,0.21574457349770493
1,1,24.28,0.3936678236465845
0,1,18.56,0.16495870631812976
1,3,7.54,1.5380253725998887
0,2,29.87,0.16631040070061914
2,2,17.08,1.3869936449999263
0,3,15.15,0.3781316284439074
0,3,8.16,0.5001171437096462
0,2,24.44,0.2066560725162398
2,1,19.14,0.8058785834470745
2,1,20.03,0.7776939686283779
0,3,10.94,0.4474847050181768
1,2,21.67,0.6926107926888985
2,4,22.29,1.6496707576794898
1,5,9.65,1.826977914434772
1,1,3.66,0.898123392066111
0,1,19.65,0.15792104261581558
0,2,2.41,0.49882529590322555
2,1,16.22,0.905722610986486
2,1,11.42,1.097437384280795
1,5,24.75,0.9986640820247665
0,1,11.86,0.21565829292557068
0,6,23.86,0.37462963914632796
1,3,10.89,1.3451417099837035
2,3,23.0,1.38116174863592
2,1,31.48,0.4919283571175688
1,1,6.46,0.8029620612034485
1,2,17.34,0.8235861962118315
0,1,36.99,0.07892477454288858
0,1,15.53,0.1862137444874005
2,1,15.49,0.9325596247967302
1,1,21.31,0.4433269201024071
0,1,15.33,0.1877094292051942
0,4,1.34,0.7627216034624398
1,1,24.06,0.39714738812361294
0,1,0.1,0.3451900648144839
0,2,11.67,0.34441796212873227
1,8,24.66,1.2290728642863031
1,1,12.15,0.6395133308296319
1,1,9.45,0.7124483843553415
0,2,22.03,0.22756955457033887
1,5,8.19,1.9368504780218627
0,4,5.22,0.653075729191648
0,2,17.2,0.27607040562725976
1,1,13.54,0.6049268045571696
1,2,5.05,1.3465057932685873
2,1,20.1,0.775519471233243
1,3,18.72,0.9834380505381597
1,3,12.12,1.2805624149209216
0,7,12.67,0.6263488388849937
0,1,18.76,0.16364430129781857
0,1,24.52,0.12996889828108604
0,2,12.74,0.32998787984343886
2,3,20.24,1.542377399344902
0,4,19.52,0.3685930145482979
2,1,22.03,0.7179020149271511
1,1,15.31,0.5635789704947902
1,2,7.7,1.211080499242792
1,1,11.3,0.6616306478737635
1,4,17.74,1.1873810736845236
0,2,29.55,0.16845285629380297
0,4,11.13,0.5155803161517503
1,2,21.44,0.6990122133654585
0,3,12.38,0.42243785972253955
0,1,15.88,0.18362491614701762
1,4,27.12,0.8159110832467275
0,1,21.11,0.1489625866103386
2,2,5.07,2.242381699001579
2,1,10.42,1.1422246535609637
2,2,25.05,1.0083734221120202
0,1,16.14,0.18172511311836473
0,1,5.81,0.2747042811612458
2,7,8.45,3.7076197724649957
0,1,20.63,0.15185030162736024
2,4,22.96,1.6060467540333139
2,9,15.14,3.1415715775721234
2,1,34.8,0.43075224630964026
0,3,21.59,0.29225957369642114
0,1,13.05,0.20563344237928854
2,1,8.47,1.2348849542563438
0,2,7.2,0.4118486494025896
0,6,17.68,0.47968896726310245
1,1,11.09,0.6672117531411657
2,2,28.39,0.8822662123022705
1,2,26.73,0.5657024395061185
1,5,20.06,1.2047392926542786
0,1,5.57,0.2773541412378674
1,3,9.62,1.4152403397513231
2,3,25.05,1.272425589442288
0,3,10.5,0.455430150650685
1,6,23.98,1.11850717714492
2,4,18.8,1.8968141718655522
1,1,15.41,0.5613291572390727
1,2,9.38,1.1323701746405652
1,1,14.25,0.5879885450542655
0,1,16.52,0.17898377832303944
0,2,23.26,0.21664410240211945
2,1,7.91,1.2628585114139625
2,2,12.9,1.6394135058493398
2,8,15.36,2.9715560555769374
2,1,20.3,0.7693400660409389
1,5,7.73,1.9728184170871375
1,2,4.47,1.3781099179814635
1,2,20.39,0.7289959778981872
1,4,2.86,2.15318922483411
1,1,25.28,0.37823188749371756
1,2,13.75,0.9507662274431076
2,2,2.62,2.473263564007129
0,1,11.16,0.2217820577543484
0,6,18.03,0.47302011262813365
0,4,10.74,0.5236864323990759
1,1,15.16,0.5669706090585407
0,1,20.92,0.15009901522731722
0,2,13.38,0.3216474037101806
1,1,7.5,0.770244091459452
0,2,12.61,0.3317082859979798
1,1,26.32,0.3628202260352834
0,2,28.48,0.1758191528337412
0,1,0.1,0.3451900648144839
2,1,23.73,0.670707476447876
0,3,17.0,0.3511601398819677
0,2,22.39,0.22431603454930907
1,8,10.6,2.1568743559888794
1,5,0.85,2.5977954691803924
0,1,19.68,0.15773165102235964
1,1,7.47,0.7711689391668461
0,4,3.89,0.6887601476228538
0,5,4.45,0.7497997562423385
1,4,19.81,1.093026116717293
1,1,16.12,0.5456116541292179
1,13,21.26,1.6912821152527284
1,1,20.35,0.4606817541382289
2,3,11.63,2.1765150393235535
1,5,14.44,1.5084206689756514
0,1,10.91,0.22401100449105024
1,5,13.32,1.577534505756731
0,1,7.26,0.2592246804784731
0,8,18.12,0.5321913507852861
0,1,23.6,0.13484084780574943
0,7,8.47,0.7409309725538061
2,1,25.25,0.6311433969910543
2,3,15.91,1.8340469840471274
1,2,16.93,0.8372043736573767
0,2,1.4,0.5193904570529075
0,1,0.54,0.3391678704363845
0,3,16.15,0.36330487521837657
0,1,21.32,0.14771654159859715
1,2,9.63,1.1211029031454078
1,1,28.36,0.33438982947834894
1,7,20.88,1.353054292928361
0,1,7.73,0.25439678093805457
2,1,15.25,0.9415553073844638
1,1,34.82,0.2582446693899367
1,2,5.06,1.3459672986573818
1,1,19.23,0.48178958182740583
0,2,12.42,0.33423887302170746
0,5,20.66,0.3920565851340746
0,3,25.14,0.2535706185505265
1,2,11.91,1.0233821094214508
0,1,23.95,0.1329662288875718
0,3,32.77,0.18687545116454524
0,1,15.53,0.1862137444874005
0,4,21.28,0.3435364067760485
2,1,10.28,1.1486390551824845
1,2,15.15,0.8989866771303279
0,1,13.59,0.20123938666516616
0,4,21.38,0.3421650057794717
0,1,24.64,0.1293465424183302
0,2,14.12,0.31226616779717453
0,1,27.27,0.11643057560707916
0,3,27.24,0.23314075232272832
0,5,21.77,0.3750300586675487
1,2,10.87,1.066852725118294
1,2,10.11,1.0997830529090604
0,6,8.5,0.6925205474300691
0,2,22.59,0.22252866528260734
1,2,5.31,1.3325747002675579
1,2,20.41,0.7284130143323863
2,3,6.35,2.6883429278598903
1,1,21.59,0.4383893605446317
0,4,15.14,0.4391728598395
0,2,25.67,0.1967346617202697
1,1,24.13,0.39603693080261493
0,4,26.48,0.2790226869502416
1,1,26.69,0.35749002745300623
2,1,16.15,0.9082621880459414
1,2,5.73,1.3103744495564764
0,5,6.58,0.6885625606655038
1,5,0.1,2.676910119500839
0,7,6.33,0.8071483388104098
1,4,15.55,1.2960874900877268
2,1,10.52,1.1376648805723926
0,1,13.56,0.20148101887949707
2,4,18.94,1.8862216991084726
2,1,12.57,1.0480987528649757
0,2,6.03,0.4315813089545924
0,2,14.57,0.30669566173424334
0,1,7.81,0.25358401236233635
0,5,12.83,0.536253061439946
0,2,25.74,0.19618457514804397
1,2,12.84,0.9860116941322504
0,12,29.17,0.39931350419542866
0,2,26.45,0.19069130683972824
2,1,10.37,1.1445113888411207
0,2,6.11,0.43020245610711455
2,4,14.58,2.245606694448374
0,3,24.23,0.26297063143645194
0,4,11.08,0.5166125086324703
1,3,22.26,0.8535931260560523
1,1,24.67,0.3875742589790944
2,4,8.81,2.8285825690805915
1,5,9.59,1.831367927337693
2,1,20.7,0.7571285774040253
0,1,16.21,0.18121699449967027
0,8,9.51,0.7509980885832932
1,4,12.18,1.4831231538477627
2,5,14.44,2.5140344482927524
2,5,2.48,4.056371329064987
0,2,21.13,0.23591130922867712
0,3,11.17,0.4433867253428917
1,2,0.1,1.641339925057387
0,1,14.81,0.1916546736365615
2,3,9.07,2.4112010680710356
2,2,28.51,0.8780414819475499
0,3,10.32,0.45872108086734364
1,2,6.22,1.2849411706770097
1,2,19.06,0.7688287206372013
0,1,9.72,0.23493178087237046
2,1,8.76,1.2206430515216757
1,1,19.08,0.484689008901316
2,1,6.68,1.3265449912613227
0,8,3.34,0.9612198035543483
2,1,28.81,0.5473744335509523
0,1,19.64,0.15798422366822992
0,2,12.89,0.32801388048444974
2,2,14.97,1.5091378982755157
0,1,19.05,0.16175699494257212
0,4,22.79,0.32340101761407714
2,4,8.95,2.812786776193475
2,1,17.93,0.8458424308210787
1,1,10.95,0.6709586203952598
1,6,13.49,1.7016441294966076
0,4,16.29,0.4194285098020238
0,3,14.95,0.38116881401543906
0,1,20.88,0.15033936588092903
1,2,18.9,0.7737650037059313
1,2,2.93,1.465670674089591
1,1,4.14,0.8810439106385917
1,2,12.04,1.018074334627105
0,2,29.63,0.16791466871304533
0,1,8.19,0.24975868153877376
0,3,13.33,0.40668639427727005
1,4,10.71,1.5729456999691591
0,1,10.57,0.22707836492497613
2,4,16.43,2.085431372634705
0,1,26.21,0.12147338409545919
0,4,18.65,0.38164585358794006
0,1,8.57,0.24599105607200153
1,1,37.03,0.23639578762042077
1,3,15.63,1.112822263410669
0,2,10.38,0.362656435001909
0,5,26.3,0.3128757601160034
1,1,11.25,0.6629552333134222
0,1,28.3,0.1117311096275675
2,2,8.03,1.991998805454626
1,2,26.44,0.5723027958594087
0,1,16.61,0.17834059514543385
0,3,25.33,0.2516507864522987
2,3,30.21,1.0351278978165248
0,4,5.94,0.6345354102724928
0,8,25.21,0.4007761758848325
2,1,3.73,1.492686939880646
2,3,6.62,2.6594650454962383
2,1,8.57,1.2299552803600078
1,3,19.03,0.9713187138874233
0,2,15.26,0.29834660839760097
0,10,13.66,0.6942273366890382
1,3,16.17,1.0890430426342979
1,6,19.73,1.3257719833065211
0,4,20.35,0.3565566359118487
2,5,23.75,1.7323672272838793
0,4,29.56,0.24668028210982554
0,2,14.83,0.3035225556042946
0,1,10.83,0.2247289878661427
0,1,19.91,0.15628717461279715
0,1,5.85,0.27426510574541124
0,2,9.57,0.3745989271579632
0,2,23.0,0.21890895790183929
1,2,14.01,0.9409294983306427
1,8,5.33,2.663018133635115
1,5,3.08,2.3761064172227075
2,1,15.39,0.9362973337301733
0,1,24.14,0.1319595159030081
0,2,24.03,0.21007317576380533
2,1,15.89,0.9177574043429683
0,4,31.07,0.23222183351196193
2,2,14.16,1.5588347070815272
0,2,13.89,0.31515227226483167
2,4,0.1,4.007532547843698
0,4,11.42,0.5096341389882553
2,1,21.82,0.7239577905020352
1,3,27.51,0.69190914044948
2,2,8.36,1.9658772030828437
0,1,18.7,0.16403751929378388
1,1,23.38,0.40809805095858975
2,2,15.09,1.5019113938492992
1,1,0.1,1.0355701944434514
1,1,16.98,0.5271617705926346
1,3,21.09,0.8944908261622115
0,3,7.42,0.5151418802745319
1,1,12.97,0.618877570086177
1,1,5.76,0.8257627184957586
2,4,0.1,4.007532547843698
0,1,23.22,0.136906084730483
0,6,14.97,0.5346102137886226
2,2,27.78,0.9040582900642521
2,1,21.86,0.7228003842091797
0,1,12.17,0.21300064158489104
1,1,14.33,0.5861099890028083
0,1,19.53,0.15868088578507936
0,1,22.74,0.1395600783660259
0,2,17.58,0.2719058661427657
0,1,23.84,0.13355256929761702
1,2,12.63,0.9943290764625984
0,2,7.02,0.4148246604617446
2,1,14.48,0.9710064299670766
2,1,16.64,0.8906335739257057
1,1,5.39,0.8380748920766061
1,1,4.31,0.8750731356884481
0,3,18.58,0.3296535842515752
2,1,11.75,1.0830464002593114
1,4,13.67,1.3973115981006539
0,2,12.12,0.33827390124709783
2,2,27.16,0.9267592642490668
2,2,25.09,1.0067613146665135
2,3,5.1,2.8261772172059976
1,1,10.74,0.676618410646106
1,1,21.8,0.43472231307763193
0,2,19.82,0.24860267170917918
2,1,14.67,0.9636547528583783
2,2,5.9,2.1691568843378963
0,3,9.54,0.4732587875347845
0,2,10.87,0.35561757503943137
0,2,17.22,0.2758496376217344
2,2,28.63,0.8738369817074155
2,3,9.5,2.3700830384464773
0,3,6.79,0.5282884061770341
1,2,14.13,0.9364238589240558
0,3,23.25,0.27348379192354055
2,5,3.42,3.9066835324708706
2,2,26.63,0.9466163015397627
2,2,13.62,1.5928718141584863
0,3,9.13,0.4810842248429332
0,2,2.2,0.5030330763248637
0,1,20.65,0.15172886996519958
0,5,13.63,0.5193646196647081
2,1,16.37,0.9003045457704011
2,3,7.79,2.537869607407537
2,3,12.45,2.106283440636243
2,6,11.11,3.1193371971806734
1,1,14.2,0.5891656989058409
1,2,9.64,1.1206545516604247
2,2,2.73,2.462405110441641
2,1,36.83,0.39715756466573016
0,1,4.09,0.29426925390766767
0,2,16.45,0.2844780011689963
0,2,0.82,0.531581181267715
2,1,0.1,1.7259503240724194
1,2,15.78,0.8766152763978692
0,3,16.39,0.3598338360617715
1,3,25.09,0.7622348018013837
1,5,18.2,1.2977904815620573
0,2,13.8,0.3162888650845405
0,6,7.4,0.7236717524621079
1,4,26.99,0.8201648711429429
1,1,22.43,0.4239041916075279
1,1,5.03,0.8502304807128443
1,2,15.3,0.8936089065127011
2,2,16.15,1.4395615088757645
1,2,12.23,1.0103662973269962
1,2,21.17,0.7066024588182078
2,3,21.65,1.4577949587707988
0,2,13.48,0.32036338384709206
0,1,12.75,0.20811590869621727
0,4,26.99,0.27338829038098095
1,1,22.46,0.42339581166656903
1,7,15.58,1.6725752025997835
1,1,1.97,0.9609356704475623
0,7,17.75,0.5111726839630875
0,1,20.58,0.15215430613378655
0,1,0.1,0.3451900648144839
0,1,17.01,0.1755098519575404
1,3,11.67,1.3038212398287876
0,4,13.23,0.47404065769732523
0,2,7.74,0.40304810660020296
2,6,13.81,2.8000031507613374
0,2,26.14,0.19307060017662916
1,2,11.43,1.04322088876044
1,4,22.72,0.9729234281382924
0,1,8.55,0.24618792765499253
1,1,21.07,0.4476033525682755
2,5,15.01,2.4573629726807082
2,5,17.82,2.196112633553335
0,8,15.06,0.6014859077323209
2,5,20.13,2.002284568013696
0,1,0.1,0.3451900648144839
0,4,3.64,0.6956823021873798
0,2,18.34,0.26376430651732025
2,10,0.1,5.970807123293418
0,2,10.76,0.35718573980211116
0,2,14.57,0.30669566173424334
1,2,8.37,1.1790546056704916
0,1,9.47,0.23729288452351896
0,1,17.17,0.17439017569089116
0,5,23.07,0.3560268606268864
0,4,7.33,0.6002181027509648
0,1,10.4,0.22862775977863817
0,3,9.15,0.4806995113689664
1,2,0.1,1.641339925057387
0,2,16.13,0.288142723773083
0,1,22.48,0.141019076822591
2,4,23.13,1.5951626838843123
0,3,8.03,0.5027245261760498
1,2,4.99,1.3497412882133282
0,2,15.17,0.29942259179588737
0,1,21.63,0.14589616613566256
0,2,16.24,0.2868776809236852
0,1,17.31,0.17341632004783084
0,1,24.13,0.13201231026753832
0,3,9.09,0.4818545757190412
0,5,13.24,0.5275302339247201
0,2,28.08,0.1786548846381627
0,1,13.43,0.20253144892883077
0,3,4.86,0.5706878332952446
0,5,9.65,0.608992638144924
1,3,7.49,1.5411045014475597
1,4,17.86,1.1816953013012363
0,2,7.83,0.4015997420368896
1,3,17.17,1.0463410541453468
1,1,9.11,0.7222038693162302
0,1,0.1,0.3451900648144839
2,1,17.45,0.862239513773897
2,2,16.19,1.4372600521179466
0,6,19.14,0.45247744156419084
0,5,9.62,0.6097238679608399
2,1,8.76,1.2206430515216757
1,1,18.21,0.501853109597108
0,1,27.15,0.11699078579885022
0,1,15.09,0.18952011712150046
0,2,18.4,0.26313203121553297
0,5,12.43,0.5449021183659662
1,7,2.65,2.8054514652297646
0,3,22.74,0.2791201567320518
0,4,22.27,0.3301982044642151
1,2,20.69,0.7203003045513198
0,1,13.54,0.20164226818572323
0,2,19.78,0.24900075436511432
1,2,22.15,0.6794395143604095
2,3,27.96,1.1326103261366764
1,1,22.91,0.4158428674826181
1,1,15.51,0.5590883252618462
0,1,4.53,0.28913542525161223
0,7,16.25,0.5427818374276873
1,2,17.05,0.8331954218453547
0,3,20.67,0.30321507081904164
0,3,25.83,0.24666776701714477
0,1,14.24,0.19607459583921444
0,2,31.81,0.15389274920217674
0,5,0.93,0.8631652700719109
0,2,18.35,0.2636588218930446
0,6,8.61,0.6894801507991365
0,1,0.1,0.3451900648144839
2,1,13.39,1.0142787931284416
1,5,3.34,2.3515229660083468
1,4,13.71,1.3950776871490218
1,10,15.28,1.9520039099398556
0,3,23.95,0.2659324577751436
0,6,2.94,0.8650072678198616
1,4,22.27,0.9905946133926453
1,4,15.78,1.284218167779705
1,2,23.23,0.6507126941135039
0,1,11.55,0.21834910431025795
0,6,4.34,0.8178982245533045
0,2,5.26,0.4450808388650495
0,2,4.67,0.45570967359703196
1,2,18.82,0.7762450176237807
1,2,26.82,0.5636695720807586
0,2,10.48,0.36120870664891136
2,1,20.03,0.7776939686283779
1,5,2.81,2.401907441273119
0,2,16.44,0.28459181513073867
0,2,20.35,0.2433877683585121
0,1,3.42,0.3022622983026623
0,1,13.37,0.20301810816374546
0,1,20.73,0.1512441136051457
0,3,0.1,0.6903801296289678
0,1,25.68,0.1240761112662148
0,5,17.83,0.4390468728331004
2,1,20.73,0.7562205680257285
0,1,11.7,0.21704293211948295
1,1,1.22,0.9902005184503532
0,1,19.27,0.16033977828612553
2,3,14.34,1.9529186396325173
0,5,15.26,0.4865823605127794
0,2,23.7,0.21286452405233242
2,1,21.1,0.7451109178178938
2,1,30.37,0.5142621167683433
2,2,16.23,1.4349622747466475
0,7,9.47,0.7118786535705568
0,1,13.49,0.20204595627562186
1,3,18.33,0.9988999735595951
2,2,23.13,1.0888679292323213
1,1,3.26,0.9126089417126
1,2,15.07,0.901868042222528
0,1,27.88,0.11362404843356978
1,4,13.08,1.430680354399321
0,1,22.45,0.1411884012891391
0,3,18.94,0.3249405876541537
0,1,22.65,0.14006340008364798
1,7,8.52,2.218351774449688
0,1,8.56,0.246089472176339
0,5,15.16,0.4885325878091208
1,4,2.74,2.1635493775884385
0,7,12.84,0.622104115197436
1,2,17.02,0.8341958564923052
0,3,29.28,0.2148719691444922
0,1,18.22,0.16721746949872182
1,1,20.0,0.4671766569326594
0,2,24.32,0.20765040615593316
0,1,7.28,0.259017383663872
0,8,13.68,0.635621402243022
0,1,34.4,0.08753994275566743
2,2,14.37,1.5457953375654125
0,2,23.93,0.2109151512952898
2,2,22.71,1.107315435613719
0,3,3.18,0.6103559785812755
1,1,17.48,0.5167232681529406
1,2,16.17,0.8630461921233169
1,1,17.64,0.5134267991893848
0,6,8.97,0.679622780031931
0,3,6.06,0.5439418557877522
0,8,11.19,0.7021893567401157
2,1,14.22,0.9811575913824574
2,1,24.48,0.6508850748364325
2,1,29.54,0.5316222019059424
0,1,26.17,0.12166789707890253
1,1,21.88,0.43333342508176115
2,3,6.97,2.6224919504167605
0,1,11.73,0.2167826368093611
0,2,16.68,0.2818728058320765
1,5,9.94,1.8059074157894666
1,3,19.62,0.9486639696936007
2,1,20.76,0.7553136476051804
0,1,19.29,0.1602115577585461
1,2,23.2,0.6514940180470414
0,1,7.76,0.2540916878933669
0,2,22.46,0.223688828151303
0,1,9.43,0.23767285703570554
2,4,7.47,2.984331376259972
1,3,19.26,0.9624235621579961
1,2,24.73,0.6128181368691539
0,1,18.9,0.1627304543701337
2,1,15.17,0.9445731102775315
0,3,17.48,0.344482178768627
2,2,16.09,1.4430206057529522
0,1,5.99,0.2727335136137642
0,1,5.06,0.2830702720190474
0,1,14.37,0.19505765428041066
0,3,15.64,0.370792407839739
1,1,15.09,0.5685603513645013
1,2,20.41,0.7284130143323863
0,2,13.28,0.32293656993859027
2,2,19.5,1.2590261930481277
0,5,13.84,0.5150202288459513
1,4,29.59,0.7391533299302226
2,2,15.65,1.468642580405993
1,1,33.73,0.26975319989339264
0,2,17.82,0.2693080592519971
2,2,13.29,1.6140371057104805
1,2,7.8,1.2062458529845306
0,3,3.46,0.6035581306297161
0,1,7.07,0.2612022934605401
1,3,7.96,1.512402382110225
1,1,18.16,0.5028578201919937
1,3,10.79,1.3505330523198562
2,1,16.5,0.8956351131789162
1,3,25.26,0.7570691881403975
0,1,14.3,0.19560458105255135
0,2,31.63,0.15500477548710875
0,3,5.59,0.554264693309079
1,1,13.8,0.5986681671155551
0,4,10.69,0.5247348533353368
1,2,22.49,0.6702616876472239
1,2,0.1,1.641339925057387
2,1,3.46,1.5088953265742904
0,2,14.14,0.31201645476146916
2,2,27.41,0.9175378554952899
0,2,16.81,0.2804108715650677
2,3,4.19,2.9309452791033257
0,2,5.42,0.4422414173370882
0,1,28.38,0.11137414153032761
1,1,10.03,0.6961098417638816
0,1,7.46,0.25715915614808493
0,1,26.82,0.11854530140288062
1,3,23.09,0.8257191033232242
1,4,25.19,0.8813945617871725
1,1,7.4,0.7733312380021811
1,7,2.8,2.7886691537198205
1,2,16.07,0.8665052904763865
0,5,17.68,0.4416890727432343
0,3,17.92,0.3384723341879298
0,3,26.83,0.23699578552935846
2,1,1.13,1.6562861075381137
1,1,21.88,0.43333342508176115
0,1,6.23,0.2701277993235202
0,3,21.85,0.28923582487784183
2,1,11.2,1.1071374509581637
0,4,8.49,0.573004227056396
1,1,10.12,0.6936083517172242
1,4,3.44,2.1038102457670758
1,1,15.32,0.563353583986899
0,1,8.82,0.2435434041678674
2,1,21.29,0.7394695392349027
2,2,20.12,1.2281863382887044
1,1,28.51,0.33238949749841096
1,3,17.93,1.0150109169852943
2,1,19.17,0.8049121091474947
1,1,26.2,0.3645659495047918
0,4,9.98,0.5398509558355854
1,1,3.09,0.9188358299419681
1,6,16.6,1.502596961345456
0,9,3.62,0.9960929172750842
1,1,34.63,0.26021480591317375
2,1,26.64,0.5970095382747651
2,1,32.31,0.4758644716542766
0,3,15.5,0.37287467021665405
0,2,19.4,0.2528144766945835
2,3,11.32,2.203671850069413
2,3,22.06,1.4340820983839913
0,1,5.28,0.2805901820260756
2,4,0.1,4.007532547843698
2,3,8.67,2.4500905715487935
1,2,3.36,1.4406767028297514
1,5,26.82,0.9193054762894005
0,3,29.53,0.21273395732886086
0,1,3.78,0.297940909877102
0,2,25.33,0.19942852990194054
2,2,22.61,1.1117535677028443
0,1,2.44,0.314346279064674
0,7,11.88,0.6464575058504543
0,1,10.36,0.22899385699395552
1,3,20.98,0.8984352571818885
2,2,5.17,2.2334300873643262
